SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
531471,DUKE OFFSHOR,X ,Q,51.00,51.00,45.00,49.75,49.75,49.35,50,4791,230411.00,
531489,CG-VAK SOFTW,X ,Q,29.15,32.00,29.10,29.15,31.90,30.60,19,1347,39540.00,
531494,NAVKAR BUILD,XT,Q,29.40,29.40,27.10,27.65,27.50,28.00,81,26553,752708.00,
531497,MADHUCON PRJ,B ,Q,14.20,14.25,13.10,13.80,13.80,13.80,77,15016,205106.00,
531500,RAJESH EXPO.,A ,Q,599.20,606.00,598.55,598.90,598.90,598.25,328,24757,14885869.00,
531502,ESAAR (I)LTD,X ,Q,1.91,1.91,1.91,1.91,1.91,1.94,1,24,45.00,
531503,MARIS SPIN. ,XT,Q,52.35,52.35,52.35,52.35,52.35,50.00,1,2,104.00,
531508,EVEREADY (I),B ,Q,248.45,248.50,240.00,244.85,242.10,244.35,120,4189,1028278.00,
531512,ORIENT TRADE,XT,Q,2.90,2.99,2.85,2.99,2.99,3.00,8,11500,33259.00,
531518,VIKASPROP   ,X ,Q,9.00,9.00,8.16,8.67,8.90,8.62,13,5425,45359.00,
531524,I.C.S.A. IND,T ,Q,1.78,1.95,1.78,1.85,1.85,1.87,12,1705,3214.00,
531525,ACE SOFTWARE,X ,Q,22.85,24.95,22.85,23.75,24.95,25.25,9,342,7943.00,
531531,HATSUN AGRO ,B ,Q,718.90,725.00,695.05,709.35,707.55,719.50,66,1004,715140.00,
531539,RISHABH DIGH,X ,Q,51.45,56.75,50.95,56.65,56.40,51.60,59,104415,5642348.00,
531540,MARUTI INFRA,X ,Q,22.80,22.80,22.20,22.60,22.60,22.30,19,15044,338606.00,
531541,AVONLIFE    ,Z ,Q,9.70,10.50,9.50,9.51,10.14,10.00,17,5703,55358.00,
531543,JINDAL WORLD,B ,Q,530.00,549.85,509.00,549.70,549.70,523.70,345,15745,8367321.00,
531548,SOMANY CRAM ,B ,Q,560.00,577.20,543.05,550.00,560.00,559.80,112,6607,3698064.00,
531556,CORAL (I)FIN,B ,Q,24.05,24.50,23.60,24.45,24.50,24.90,66,9091,219957.00,
531569,SANJIVANI PA,XT,Q,5.95,6.30,5.95,6.30,6.30,6.00,14,7051,43986.00,
531574,VAS INFRA   ,X ,Q,6.06,6.99,6.06,6.58,6.58,6.69,5,310,2029.00,
531583,RAP MEDIA   ,X ,Q,13.99,14.64,13.99,14.64,14.64,13.99,2,20,282.00,
531590,BILPOWER LTD,T ,Q,1.09,1.09,1.09,1.09,1.09,1.13,3,5010,5460.00,
531591,BAMPSL SECUR,X ,Q,1.79,1.79,1.79,1.79,1.79,1.79,1,1,1.00,
531595,CGCL        ,B ,Q,91.30,95.00,91.30,94.10,94.70,92.65,163,11319,1065925.00,
531599,FDC LIMITED ,B ,Q,237.00,246.05,237.00,245.15,245.30,235.45,138,2816,685192.00,
531608,GORANI INDUS,XT,Q,30.00,30.00,29.75,29.75,29.75,31.30,3,127,3780.00,
531609,KG PETROCHEM,XT,Q,96.00,104.75,96.00,104.75,104.75,99.80,20,1902,197503.00,
531611,AADHAARVEN  ,XT,Q,0.49,0.50,0.49,0.49,0.49,0.49,22,22215,10935.00,
531616,STARCOM     ,XT,Q,235.50,235.50,234.95,234.95,234.95,235.55,2,11,2589.00,
531624,COUNTRY COND,B ,Q,2.51,2.62,2.39,2.39,2.39,2.50,10,1207,3037.00,
531633,LINCOLN PHAR,B ,Q,220.30,225.20,217.05,218.45,219.00,223.75,77,2739,606948.00,
531638,SURAJ LTD   ,X ,Q,47.30,47.30,47.30,47.30,47.30,49.75,1,30,1419.00,
531642,MARICOLTD   ,A ,Q,348.95,349.05,341.05,342.45,342.45,349.05,3572,82668,28401565.00,
531648,MAHAVIRIND  ,XT,Q,1.35,1.35,1.35,1.35,1.35,1.29,3,599,808.00,
531668,VISION CORPO,X ,Q,0.77,0.77,0.77,0.77,0.77,0.81,2,2000,1540.00,
531686,ADVIK LABORS,XT,Q,3.81,3.99,3.63,3.63,3.63,3.81,6,3503,13297.00,
531687,KARUTURI GLO,T ,Q,1.72,1.72,1.63,1.71,1.71,1.71,141,463082,764559.00,
531688,PRITHVIEXCH ,X ,Q,45.00,45.00,41.05,41.05,41.05,42.05,2,2,86.00,
531695,VERONICAPRO ,X ,Q,0.68,0.71,0.65,0.71,0.71,0.68,10,23385,15275.00,
531699,SUPER DOMEST,XT,Q,0.59,0.62,0.59,0.62,0.62,0.62,2,504,297.00,
531717,VIDHIING    ,B ,Q,72.70,80.80,72.70,78.65,78.65,73.00,1243,112170,8843621.00,
531719,BHAGIRA.CHEM,X ,Q,276.95,277.00,274.00,274.00,274.00,273.45,12,1235,339595.00,
531723,STAMPEDE CAP,T ,Q,3.72,4.10,3.72,4.10,4.10,3.91,105,244697,957253.00,
531726,PANCHSHEEL O,X ,Q,70.05,70.05,70.05,70.05,70.05,69.30,1,200,14010.00,
531727,MENON PISTON,XT,Q,25.00,25.00,23.30,23.75,24.00,23.95,35,7121,168783.00,
531737,GREENCREST  ,X ,Q,22.65,22.65,22.65,22.65,22.65,23.10,1,1,22.00,
531739,GENNEX LAB  ,X ,Q,3.24,3.32,3.20,3.26,3.24,3.28,93,82480,269615.00,
531744,GINI SILK MI,X ,Q,145.15,145.15,145.15,145.15,145.15,133.50,1,1,145.00,
531746,PRAJAY ENGS.,B ,Q,11.10,11.68,10.62,10.87,10.87,11.59,51,10659,117192.00,
531752,SUN TECHNO  ,XT,Q,0.22,0.22,0.22,0.22,0.22,0.22,2,200,44.00,
531761,APOLLOPIPES ,X ,Q,570.00,583.60,550.05,579.15,580.05,568.05,327,4452,2541078.00,
531762,UNJHA FORMUL,X ,Q,10.00,10.00,10.00,10.00,10.00,10.00,4,1622,16220.00,
531768,POLY MEDICUR,B ,Q,232.60,232.60,225.00,225.25,225.00,227.10,148,8990,2048045.00,
531769,PFL INFOTECH,X ,Q,7.15,8.33,6.85,8.32,8.32,7.58,7,1814,12958.00,
531778,KACHCHHMIN  ,XT,Q,2.34,2.34,2.34,2.34,2.34,2.46,1,73,170.00,
531795,ATUL AUTO   ,B ,Q,409.05,413.45,407.00,408.25,408.25,410.80,111,2091,857210.00,
531802,PRERNA INFR ,X ,Q,17.85,17.85,17.85,17.85,17.85,17.55,1,14,249.00,
531813,GANGAPAPERS ,XT,Q,65.75,65.75,65.75,65.75,65.75,68.00,1,10,657.00,
531814,TIRUPATI SAR,X ,Q,18.00,18.00,16.75,17.40,17.45,17.45,10,2478,41729.00,
531816,PANORAM UNI ,T ,Q,4.98,4.98,4.61,4.98,4.98,4.75,5,1289,6404.00,
531821,MUNOTH FIN. ,XT,Q,8.03,8.03,8.03,8.03,8.03,8.03,2,60,481.00,
531822,RODIUM      ,X ,Q,128.80,128.80,128.00,128.10,128.10,128.60,25,4029,516567.00,
531834,NATURA HUE C,X ,Q,4.44,4.44,4.44,4.44,4.44,4.04,1,1,4.00,
531841,INDUSFINL   ,XT,Q,13.30,13.30,13.30,13.30,13.30,13.50,1,52,691.00,
531842,LAHOTI OVER.,X ,Q,18.40,18.50,17.10,17.95,17.95,17.50,20,4072,71196.00,
531845,ZENITH BIRLA,T ,Q,0.80,0.80,0.76,0.80,0.80,0.80,8,3601,2800.00,
531847,ASIAN STAR  ,B ,Q,927.00,1059.95,927.00,1011.15,1012.00,983.80,9,253,251597.00,
531859,ORIENTAL VEN,XT,Q,563.00,598.00,563.00,598.00,598.00,588.20,14,248,145088.00,
531861,JOINDRE CAPI,X ,Q,27.35,27.35,24.55,25.95,25.85,26.20,51,3799,100081.00,
531862,BHARATAGRI  ,X ,Q,130.50,132.75,129.00,129.95,130.00,130.00,23,1358,175928.00,
531867,UNITECH INTE,X ,Q,7.88,7.88,6.54,7.12,7.12,6.88,41,15907,109075.00,
531869,SACHETA MET.,X ,Q,50.40,50.40,48.90,50.05,50.05,50.40,50,36400,1823870.00,
531879,PIONEER DIS.,B ,Q,278.00,278.00,270.00,274.00,274.00,282.10,159,3194,876902.00,
531881,GMETCOAL    ,X ,Q,25.10,25.10,23.95,23.95,23.95,25.10,3,115,2755.00,
531882,KWALITYLTD  ,A ,Q,27.20,27.20,27.20,27.20,27.20,28.60,334,150737,4100046.00,
531888,REXNORD ELE.,X ,Q,54.45,54.45,50.30,52.00,52.00,52.55,19,435,22892.00,
531892,KHANDWALA SE,B ,Q,17.95,17.95,15.80,16.85,16.05,17.00,7,1107,19614.00,
531893,SAWACA BUSI ,X ,Q,0.72,0.72,0.72,0.72,0.72,0.75,11,4165,2998.00,
531900,CCL INTER   ,X ,Q,15.85,15.85,15.85,15.85,15.85,16.15,2,150,2377.00,
531917,TWINSTAR SOF,X ,Q,1.63,1.63,1.63,1.63,1.63,1.71,1,80,130.00,
531921,AGAR IND COR,B ,Q,264.00,276.50,264.00,272.60,271.05,275.90,5,210,56812.00,
531923,DHAMPURE SGR,X ,Q,14.00,14.95,13.16,13.71,14.00,14.06,28,7440,101494.00,
531925,SHANTANU SHE,XT,Q,3.47,3.47,3.46,3.46,3.46,3.53,6,1505,5207.00,
531934,SUPREME TEX ,T ,Q,0.85,0.85,0.84,0.84,0.84,0.85,3,1050,892.00,
531950,VERTEX SEC. ,X ,Q,2.78,2.78,2.25,2.41,2.50,2.32,27,8005,19608.00,
531952,RIBA TEXTILS,X ,Q,88.35,88.35,77.00,78.85,78.85,83.35,228,92354,7456514.00,
531968,IITL PROJ   ,XT,Q,16.55,16.55,16.55,16.55,16.55,16.55,2,13,215.00,
531977,CHARTERLOGIS,X ,Q,11.40,12.94,11.40,12.58,12.77,11.80,263,116011,1456489.00,
531978,AMBIKA COTTO,B ,Q,1322.05,1322.05,1300.00,1304.55,1300.00,1309.95,9,58,76315.00,
531979,HIND ALUMIN ,X ,Q,107.00,110.95,105.75,108.65,109.20,108.10,38,1475,160631.00,
531996,ODYSSEY CORP,X ,Q,1.60,1.60,1.49,1.58,1.58,1.54,19,21375,34094.00,
532001,INDUCTO STL.,XT,Q,27.00,27.35,24.75,24.75,24.75,26.05,4,2102,56529.00,
532022,FILAT FASH  ,X ,Q,2.51,3.14,2.51,2.70,2.70,2.98,10,6020,16446.00,
532029,SINDHU TRADE,XT,Q,70.20,70.20,70.20,70.20,70.20,66.90,1,1,70.00,
532033,JAIN STUDIOS,T ,Q,3.67,3.67,3.67,3.67,3.67,3.51,1,1,3.00,
532035,UNISTAR MULT,XT,Q,3.01,3.01,3.01,3.01,3.01,3.16,3,600,1806.00,
532039,ZENOTECH    ,X ,Q,41.40,45.00,40.00,42.45,42.45,40.65,159,55749,2396679.00,
532051,SWELECT     ,B ,Q,326.50,329.95,326.00,326.60,326.00,329.20,27,426,139172.00,
532053,WALLFORT FIN,X ,Q,68.15,69.75,66.20,66.35,66.35,68.15,25,2514,168627.00,
532054,KDDL LTD    ,B ,Q,480.05,492.00,480.05,491.40,482.50,468.60,16,1617,793488.00,
532056,ADINATH EXIM,XT,Q,17.20,18.65,17.15,18.65,18.65,18.05,6,970,17011.00,
532067,KILPEST (I) ,X ,Q,158.00,158.00,148.00,152.00,152.90,155.05,28,3256,492345.00,
532070,SUPERB PAPER,X ,Q,30.50,30.50,30.25,30.40,30.40,30.55,16,3075,93387.00,
532072,INTER DIGI  ,X ,Q,0.15,0.15,0.15,0.15,0.15,0.15,2,2500,375.00,
532081,KSERASERA   ,T ,Q,0.20,0.22,0.20,0.20,0.20,0.21,46,343503,71748.00,
532090,VANDANA     ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,1000,190.00,
532097,MUKAND ENGG.,B ,Q,29.90,30.80,29.75,29.80,29.75,30.10,36,14982,453249.00,
532100,INDO-CITY IN,X ,Q,2.80,2.80,2.80,2.80,2.80,2.89,1,25,70.00,
532113,BRIJLAXMI LE,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,3,1163,220.00,
532121,DENA BANK   ,A ,Q,17.05,17.20,16.90,16.95,16.95,17.05,222,73379,1246695.00,
532123,BSE  INFRA  ,B ,Q,3.11,3.40,3.11,3.17,3.11,3.18,31,36240,117591.00,
532124,RELIAB VEN  ,X ,Q,15.50,15.50,15.50,15.50,15.50,15.50,2,5000,77500.00,
532129,HEXAWARE TEC,A ,Q,435.40,443.65,431.25,438.55,438.55,433.30,801,55076,24229594.00,
532134,BANKBARODA  ,A ,Q,133.90,134.70,132.35,133.30,133.30,133.90,7505,2503172,334628011.00,
532141,ANDHRA CEMEN,T ,Q,9.73,9.87,9.30,9.46,9.46,9.75,29,19119,180208.00,
532143,SKM EGG PROD,B ,Q,87.40,89.25,85.60,85.85,86.00,87.35,139,10604,926014.00,
532144,WELCORP     ,A ,Q,138.80,140.50,135.95,136.65,136.65,136.25,686,54972,7552166.00,
532145,H.S.(I) LTD.,X ,Q,9.58,9.58,9.53,9.53,9.53,9.17,2,21,200.00,
532149,BNK OF INDIA,A ,Q,99.00,102.00,99.00,101.45,101.45,99.85,1688,411784,41541654.00,
532150,INDRAPRAST  ,B ,Q,44.90,45.90,44.45,45.65,45.90,44.55,60,4910,222321.00,
532155,GAIL (I) LTD,A ,Q,346.00,346.00,340.50,343.65,343.65,343.30,755,69166,23763542.00,
532156,VAIBHAVGBL  ,B ,Q,683.55,699.70,683.55,693.70,693.15,681.05,20,151,104020.00,
532160,GUJ.STAT.FIN,P ,Q,1.69,1.69,1.69,1.69,1.69,1.77,4,500,845.00,
532162,JK PAPER    ,B ,Q,127.30,128.20,124.90,125.55,125.55,126.85,252,23670,2979369.00,
532163,SAREGAMA (I),B ,Q,734.45,747.90,723.90,728.50,728.50,737.40,328,5769,4236901.00,
532166,ALKA SECUR. ,XT,Q,0.45,0.45,0.45,0.45,0.45,0.45,6,20542,9243.00,
532172,ADROITINFO  ,B ,Q,26.95,26.95,25.55,26.75,26.75,25.90,20,1561,40412.00,
532173,CYBERTECH   ,B ,Q,54.00,54.05,53.05,53.50,53.05,53.85,23,1227,65876.00,
532174,ICICI BANK  ,A ,Q,287.15,289.15,285.35,287.25,287.25,286.75,24263,914078,262423190.00,
532175,CYIENT      ,A ,Q,751.00,774.00,745.25,761.40,762.95,741.80,944,21349,16306344.00,
532178,ENGINRS.(I) ,A ,Q,134.00,138.05,133.05,137.30,137.50,134.25,1733,108933,14848055.00,
532179,CORPN.BANK  ,A ,Q,33.00,33.40,32.25,32.40,32.50,33.00,202,30382,990829.00,
532180,DHANALAK.BNK,B ,Q,19.75,20.25,19.75,20.05,20.10,19.90,56,19132,383641.00,
532181,GUJ.MINERAL ,A ,Q,116.10,123.95,116.10,123.15,123.15,117.40,435,30316,3689193.00,
532183,GAYATRI SUGR,XT,Q,7.16,7.16,7.16,7.16,7.16,7.21,12,6418,45952.00,
532187,INDUSIND BNK,A ,Q,1905.50,1959.50,1905.50,1956.15,1950.45,1904.50,1620,31056,60265103.00,
532189,INDIA TOURIS,B ,Q,387.55,404.00,382.80,394.95,394.95,384.75,315,8209,3214437.00,
532209,J & K BANK  ,A ,Q,58.30,59.00,58.20,58.40,58.40,58.75,152,16153,947679.00,
532210,CITY UNION  ,A ,Q,186.40,186.80,184.35,186.40,186.40,186.10,69,4406,817233.00,
532212,ARCHIES LTD ,T ,Q,31.50,32.45,31.10,31.90,31.85,32.00,23,3819,119465.00,
532215,AXIS BANK   ,A ,Q,541.00,546.55,535.75,536.80,536.80,540.10,2389,536875,289062963.00,
532218,SOUTH IND.BK,A ,Q,25.00,25.10,24.70,24.80,24.80,24.95,498,336433,8370120.00,
532219,ENERGY DEV. ,B ,Q,17.00,17.30,16.55,17.10,17.00,17.20,57,10788,184341.00,
532221,SONATA SOFT.,B ,Q,331.55,339.25,331.55,336.15,336.15,332.15,569,13613,4579506.00,
532230,BENGAL TEA &,X ,Q,52.05,52.05,52.05,52.05,52.05,52.00,1,50,2602.00,
532234,NAT.ALUM    ,A ,Q,71.15,73.75,71.15,73.25,73.20,71.15,2697,772183,56465253.00,
532240,INDIA NIPPON,B ,Q,515.05,518.70,506.20,514.45,514.50,523.45,36,220,112898.00,
532254,POLARIS     ,A ,Q,466.00,466.00,465.10,465.30,465.10,465.25,15,640,298175.00,
532256,NALWA SONS  ,B ,Q,1231.00,1231.00,1196.00,1196.05,1196.10,1193.85,14,59,70829.00,
532259,APAR INDUS. ,B ,Q,709.00,722.60,691.10,704.95,701.30,712.55,84,799,561471.00,
532262,TCI INDUS.  ,XT,Q,840.00,840.00,840.00,840.00,840.00,810.00,1,40,33600.00,
532268,ACCELYA     ,B ,Q,1245.65,1284.00,1235.00,1237.55,1235.00,1231.25,67,294,372403.00,
532271,CYBERMATE   ,XT,Q,2.13,2.20,2.03,2.08,2.13,2.13,34,23805,49164.00,
532275,LANDMARC LEI,XT,Q,0.79,0.79,0.76,0.76,0.76,0.79,6,7802,6079.00,
532276,SYNDICATE BN,A ,Q,51.15,51.80,50.65,51.45,51.45,51.30,856,173625,8903106.00,
532281,HCL TECHNO  ,A ,Q,912.80,923.95,912.10,914.55,914.55,912.80,1665,30123,27639161.00,
532282,CASTEXTECH  ,T ,Q,2.16,2.38,2.16,2.34,2.25,2.27,170,286458,640394.00,
532284,TCFC FINANCE,X ,Q,32.00,33.00,32.00,33.00,33.00,33.50,3,400,13100.00,
532285,GEOJITFSL   ,B ,Q,91.75,92.20,89.55,90.20,90.20,92.10,51,3348,302681.00,
532286,JINDAL STE  ,A ,Q,242.20,248.00,238.20,247.00,247.00,241.65,4412,557830,136094439.00,
532290,BLB LTD.    ,T ,Q,8.15,8.15,7.90,7.90,7.90,7.80,9,36510,295763.00,
532296,GLENMARK PHA,A ,Q,564.45,595.55,562.50,587.85,587.85,564.55,2705,131048,76717618.00,
532300,WOCKHARDT   ,A ,Q,689.00,713.75,689.00,703.10,703.10,689.20,5333,260569,183427717.00,
532301,TATA COFFEE ,B ,Q,125.00,126.65,122.30,122.75,122.75,123.10,610,44706,5528939.00,
532305,IND-SWIFT LA,B ,Q,78.90,78.90,76.10,78.90,78.90,75.15,305,39156,3066726.00,
532309,GEPIL       ,B ,Q,809.15,818.25,802.30,811.90,817.25,805.30,32,669,542597.00,
532310,SHREE RAMA  ,B ,Q,11.35,12.55,10.99,11.54,11.54,11.72,138,130980,1560550.00,
532313,MAHINDRALIFE,A ,Q,529.05,550.00,529.05,548.10,550.00,534.45,342,4491,2450278.00,
532318,GEMINI COMMU,T ,Q,0.74,0.74,0.74,0.74,0.74,0.71,1,1000,740.00,
532321,CADILA HEALT,A ,Q,374.00,383.15,370.45,379.90,379.90,367.85,2382,187760,70842005.00,
532323,SHIVA CEMENT,X ,Q,24.90,25.30,24.20,24.75,25.00,24.65,394,244332,6080288.00,
532324,CINEVISTA   ,B ,Q,7.84,7.85,7.40,7.42,7.85,7.90,13,3277,24379.00,
532326,INTENS TECH ,B ,Q,70.25,72.00,69.20,69.20,69.20,70.00,28,2020,142447.00,
532329,DANLAW TECH.,X ,Q,90.00,92.85,89.00,90.55,89.05,90.00,15,1872,167804.00,
532330,BIOPAC INDIA,X ,Q,15.83,15.83,15.00,15.64,15.83,15.83,20,6175,95891.00,
532331,AJANTA PHARM,A ,Q,994.00,1031.80,994.00,1015.65,1015.65,994.10,2019,45903,46896038.00,
532339,COMPUCOM SOF,B ,Q,11.67,12.40,11.67,12.26,12.20,11.83,72,23514,287538.00,
532340,OMNI AX'S SO,XT,Q,2.06,2.06,2.06,2.06,2.06,2.06,1,51,105.00,
532341,IZMO        ,B ,Q,90.70,90.70,87.30,87.65,87.65,89.70,175,11696,1035761.00,
532342,COMMEX TECH ,XT,Q,0.54,0.54,0.50,0.51,0.50,0.52,12,5251,2755.00,
532343,TVS MOTOR L ,A ,Q,584.95,587.00,578.40,581.50,581.50,584.05,532,19256,11213831.00,
532344,SOFTSOL (I) ,X ,Q,40.40,40.40,40.40,40.40,40.40,38.50,1,200,8080.00,
532345,GATI LTD.   ,A ,Q,96.70,96.70,92.15,92.60,92.60,93.35,892,85693,7998730.00,
532348,SUBEX LTX   ,B ,Q,6.94,6.99,6.40,6.42,6.42,6.78,463,560002,3708657.00,
532349,TRANSPORT CO,B ,Q,292.70,292.70,284.00,284.35,286.95,291.70,47,845,243607.00,
532350,PADMALAYA TE,XT,Q,3.00,3.28,3.00,3.00,3.00,3.14,33,17117,52959.00,
532351,AKSH OPTIFIB,B ,Q,31.85,32.70,31.50,31.95,31.95,31.75,484,165370,5314589.00,
532354,VIRGOGLOB   ,X ,Q,0.32,0.32,0.32,0.32,0.32,0.31,2,5,1.00,
532355,PICTURHOUSE ,X ,Q,3.20,3.20,2.81,2.85,2.82,3.20,17,4453,12794.00,
532356,TRIVENI ENGG,B ,Q,40.40,40.40,39.75,39.95,39.90,40.10,155,28938,1156055.00,
532357,MUKTA ARTS  ,B ,Q,53.40,54.85,53.10,53.45,53.10,54.00,28,1475,79452.00,
532359,HITKIT GLOB ,X ,Q,0.30,0.30,0.30,0.30,0.30,0.31,2,2066,619.00,
532362,NAGPUR POWER,X ,Q,34.40,34.40,33.25,33.85,33.25,35.50,2,4,135.00,
532365,DYNACONS SYS,B ,Q,35.05,35.05,33.45,34.60,34.00,35.30,25,1762,60304.00,
532366,PNB GILTS   ,B ,Q,33.00,33.00,32.05,32.35,32.20,32.55,178,38203,1240568.00,
532368,YBRANTDIGI  ,T ,Q,4.50,4.50,4.28,4.30,4.30,4.46,77,93850,409362.00,
532369,RAMCO INDS. ,B ,Q,258.10,260.50,256.25,257.55,257.55,257.65,122,5866,1519130.00,
532370,RAMCO  SYSTM,B ,Q,369.85,387.15,362.00,380.10,380.00,365.15,618,16910,6446306.00,
532371,TATA TELESER,B ,Q,5.15,5.15,5.01,5.03,5.01,5.10,131,58127,294583.00,
532372,VIRINCHI    ,X ,Q,107.50,108.35,103.50,105.65,108.00,103.75,221,21654,2282515.00,
532373,WEPSOLN     ,X ,Q,36.90,39.85,36.20,36.35,36.25,38.50,42,4005,146283.00,
532374,STER TECH   ,A ,Q,299.65,312.00,294.00,303.35,303.35,297.20,2959,186204,56830725.00,
532375,TIPSINDUSTR ,B ,Q,138.30,139.70,132.50,135.90,135.90,137.85,74,2837,385025.00,
532376,MRO-TEK     ,T ,Q,38.90,38.90,38.90,38.90,38.90,37.05,15,1317,51231.00,
532379,FIRSTOBJ    ,XT,Q,13.31,13.97,12.67,12.67,12.67,13.31,6,6912,88290.00,
532380,BABA ARTS   ,XT,Q,3.00,3.00,3.00,3.00,3.00,3.00,4,4428,13284.00,
532382,BALAJI TELE.,B ,Q,129.10,130.00,127.00,128.90,129.50,129.10,76,4694,604173.00,
532384,TYCHE INDS  ,X ,Q,83.70,83.70,82.05,82.05,82.05,83.70,28,2285,188203.00,
532386,CALIFORN.SOF,T ,Q,32.80,34.95,32.30,33.15,32.30,33.65,17,970,32470.00,
532387,PRITISHN COM,B ,Q,19.25,19.25,18.25,18.25,18.25,19.00,27,916,17018.00,
532388,INDIAN OVER.,A ,Q,16.10,16.15,15.90,16.05,16.00,16.20,88,15560,249424.00,
532390,TAJ GVK HOTL,B ,Q,230.00,239.75,230.00,237.00,237.00,230.80,983,32429,7612972.00,
532391,OPTO CIRCUIT,B ,Q,10.88,11.00,10.56,10.63,10.69,10.71,501,167269,1797328.00,
532392,CREATIVE EYE,B ,Q,3.85,3.85,3.63,3.63,3.63,3.67,7,2274,8664.00,
532395,AXISCADES   ,B ,Q,133.40,135.00,131.00,131.75,131.75,131.90,284,13252,1757221.00,
532400,KPIT        ,A ,Q,273.90,286.00,273.90,283.70,285.10,274.05,1350,134480,37720749.00,
532401,VIJAYA BANK ,A ,Q,57.00,58.35,57.00,57.80,57.80,57.00,636,122521,7040554.00,
532406,AVANTEL LTD ,X ,Q,423.35,428.00,419.75,425.05,425.00,412.10,77,3360,1427121.00,
532407,MOSCHIP SEMI,X ,Q,30.00,30.90,29.50,29.95,30.00,30.35,135,47899,1440219.00,
532408,MEGASOFT LTD,B ,Q,9.71,10.35,9.64,9.88,9.75,9.93,31,4111,41442.00,
532410,TRANSCORP IN,XT,Q,44.15,46.00,43.70,43.80,43.70,43.85,125,31146,1393612.00,
532411,VISESH INFO.,T ,Q,0.23,0.23,0.23,0.23,0.23,0.23,2,510,117.00,
532413,CEREBRA INTE,T ,Q,56.90,59.15,56.75,59.15,59.15,56.35,287,81120,4754246.00,
532414,IKF TECHNO  ,X ,Q,0.49,0.51,0.48,0.48,0.51,0.50,38,27615,13714.00,
532416,MID-DAY MULT,B ,Q,13.91,13.91,13.50,13.91,13.91,13.25,19,19501,269793.00,
532418,ANDHRA BANK ,A ,Q,37.10,37.40,36.50,36.85,36.85,36.80,991,227278,8380457.00,
532419,SMARTLINK   ,B ,Q,95.85,97.00,92.85,96.75,97.00,94.60,22,830,79383.00,
532424,GODREJ CONS ,A ,Q,1130.00,1179.50,1130.00,1171.05,1171.05,1139.60,735,35688,41408255.00,
532430,BF UTILI    ,A ,Q,361.95,367.00,355.45,361.40,361.40,361.95,2832,110664,39972929.00,
532432,UNITD SPR   ,B ,Q,3388.00,3445.00,3369.00,3424.90,3424.90,3371.75,1289,18750,63826613.00,
532439,GOLDST INFRA,B ,Q,176.55,176.55,176.55,176.55,176.55,168.15,29,2621,462737.00,
532440,MPS LTD     ,B ,Q,600.00,600.00,593.50,594.15,594.00,591.25,5,7,4163.00,
532443,CERA SANITAR,B ,Q,2879.95,2885.00,2846.75,2884.15,2885.00,2851.65,47,181,521327.00,
532444,T. SPIRITUAL,X ,Q,0.81,0.81,0.81,0.81,0.81,0.82,1,200,162.00,
532454,BHARTI ARTL ,A ,Q,390.00,393.55,370.00,381.05,381.05,388.75,2552,223038,85732828.00,
532455,SHALIMAR WIR,X ,Q,24.85,24.85,24.85,24.85,24.85,26.15,19,2294,57005.00,
532456,COMPUAGE INF,B ,Q,40.20,42.75,40.15,42.00,41.50,39.15,113,18409,773873.00,
532457,GULSHAN POLY,B ,Q,60.65,61.15,60.00,60.70,60.70,60.85,14,800,48447.00,
532460,PONNI SUG(ER,B ,Q,131.50,132.50,131.50,131.90,131.90,139.00,6,3000,394841.00,
532461,PUNJAB NATIO,A ,Q,91.90,92.65,90.70,91.80,91.80,91.65,4425,1653870,151765167.00,
532466,ORACLE FIN  ,A ,Q,3926.00,3990.00,3902.45,3956.30,3956.30,3953.75,312,1281,5051699.00,
532467,HAZ MUL PRO ,X ,Q,0.84,0.84,0.84,0.84,0.84,0.82,2,358,300.00,
532468,KAMAHOLDING ,B ,Q,4497.00,4497.00,4452.50,4458.80,4452.50,4497.65,6,26,116120.00,
532475,APTECH LTD  ,B ,Q,270.30,273.00,263.60,265.95,265.95,270.30,683,29188,7809110.00,
532477,UNION BANK L,A ,Q,93.55,95.15,92.70,94.55,94.55,93.65,1907,324734,30513784.00,
532478,UNITED BREWA,A ,Q,1295.00,1296.00,1273.50,1292.50,1291.00,1271.45,1761,30591,39273587.00,
532479,ISMT LTD    ,B ,Q,7.10,7.10,6.90,6.91,6.97,7.05,17,6125,42679.00,
532480,ALLAHABAD BK,A ,Q,45.85,45.95,45.15,45.70,45.70,45.80,534,158626,7223730.00,
532481,NOIDA-TOLL B,B ,Q,9.47,10.15,9.47,9.83,9.90,9.90,50,77691,767027.00,
532482,GRANULES (I),A ,Q,79.35,85.00,79.35,84.45,84.45,79.80,3474,584232,48535477.00,
532483,CANARA BANK ,A ,Q,275.20,282.00,273.35,279.95,279.95,275.10,1927,289162,80199834.00,
532485,BALMER LA.IN,B ,Q,420.00,425.00,420.00,422.95,422.00,419.50,82,5403,2284080.00,
532486,POKARNA LTD ,B ,Q,161.00,162.70,157.30,161.10,161.15,160.50,148,1858,298759.00,
